job_id,job_title,company,location,job_description,experience,education,salary,job_type
JOB02968,Java Developer,Capgemini,"Mumbai, Maharashtra","We are looking for a Java Developer to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include REST API, Java, SQL. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹8-12 LPA,Full-time
JOB02969,Product Analyst,Infosys,"Bengaluru, Karnataka","We are looking for a Product Analyst to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include SQL, A/B Testing, Analytics, Python. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹4-7 LPA,Full-time
JOB02970,Frontend Developer,Deloitte,"Mumbai, Maharashtra","We are looking for a Frontend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Tailwind CSS, React, CSS, JavaScript. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹5-8 LPA,Internship
JOB02971,Cybersecurity Analyst,Tech Mahindra,"Mumbai, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Cybersecurity, SIEM, Python, Networking, Linux. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,₹4-7 LPA,Remote
JOB02972,Cloud Engineer,Mphasis,"Gurugram, Haryana","We are looking for a Cloud Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include AWS, Azure, Linux, Cloud Computing. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,₹10-16 LPA,Contract
JOB02973,Data Analyst,Cognizant,"Delhi, India","We are looking for a Data Analyst to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Excel, Tableau. Candidates should have 3-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,BCA,₹5-8 LPA,Part-time
JOB02974,DevOps Engineer,Persistent Systems,"Kolkata, West Bengal","We are looking for a DevOps Engineer to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Docker, Linux, Kubernetes, Jenkins, AWS. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹6-10 LPA,Part-time
JOB02975,SQL Developer,Amazon,"Jaipur, Rajasthan","We are looking for a SQL Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include ETL, Database, PostgreSQL, MySQL. Candidates should have 1-3 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,MBA,₹6-10 LPA,Internship
JOB02976,Python Developer,Google,"Mumbai, Maharashtra","We are looking for a Python Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include REST API, Django, Python. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹12-20 LPA,Part-time
JOB02977,Database Administrator,Amazon,"Pune, Maharashtra","We are looking for a Database Administrator to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include SQL, Linux, MySQL, Oracle. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹6-10 LPA,Internship
JOB02978,Data Analyst,LTIMindtree,"Hyderabad, Telangana","We are looking for a Data Analyst to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, Python. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹3-5 LPA,Contract
JOB02979,Software Engineer,Cognizant,Remote,"We are looking for a Software Engineer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include Data Structures, Git, Java, C++. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹6-10 LPA,Full-time
JOB02980,DevOps Engineer,Infosys,"Mumbai, Maharashtra","We are looking for a DevOps Engineer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Linux, Kubernetes, Jenkins, Docker, AWS. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹8-12 LPA,Full-time
JOB02981,Database Administrator,IBM,"Noida, Uttar Pradesh","We are looking for a Database Administrator to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Database, MySQL, Linux, Oracle, SQL. Candidates should have 1-3 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,M.Sc,₹12-20 LPA,Part-time
JOB02982,SQL Developer,Wipro,"Delhi, India","We are looking for a SQL Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, ETL, MySQL, Database. Candidates should have 8-12 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Bachelor's Degree,₹8-12 LPA,Part-time
JOB02983,Power BI Developer,Oracle,"Bengaluru, Karnataka","We are looking for a Power BI Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Power BI, Excel, SQL. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹4-7 LPA,Full-time
JOB02984,Java Developer,Genpact,"Pune, Maharashtra","We are looking for a Java Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include SQL, Spring Boot, Git, Java. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹12-20 LPA,Remote
JOB02985,Frontend Developer,Google,"Jaipur, Rajasthan","We are looking for a Frontend Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include JavaScript, React, HTML, Tailwind CSS, CSS. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,Not Disclosed,Full-time
JOB02986,Cybersecurity Analyst,Persistent Systems,"Hyderabad, Telangana","We are looking for a Cybersecurity Analyst to join our team at Persistent Systems. The candidate will work on data, software, and business projects. Required skills include Cybersecurity, Python, SIEM, Linux, Networking. Candidates should have 2-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Tech,Not Disclosed,Full-time
JOB02987,Backend Developer,IBM,"Jaipur, Rajasthan","We are looking for a Backend Developer to join our team at IBM. The candidate will work on data, software, and business projects. Required skills include Python, REST API, SQL, Node.js. Candidates should have 5-8 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Sc,Not Disclosed,Remote
JOB02988,Power BI Developer,Tech Mahindra,"Chennai, Tamil Nadu","We are looking for a Power BI Developer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Data Modeling, DAX. Candidates should have 3-5 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Tech,₹6-10 LPA,Remote
JOB02989,Software Engineer,Zoho,Remote,"We are looking for a Software Engineer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include C++, Python, Java, Git. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹8-12 LPA,Remote
JOB02990,Power BI Developer,HCLTech,"Chennai, Tamil Nadu","We are looking for a Power BI Developer to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Power BI, Data Modeling, DAX. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹3-5 LPA,Remote
JOB02991,SQL Developer,Cognizant,"Delhi, India","We are looking for a SQL Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, ETL, Database, SQL, MySQL. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹8-12 LPA,Remote
JOB02992,Python Developer,Oracle,Remote,"We are looking for a Python Developer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include Flask, REST API, SQL, Python. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,Not Disclosed,Part-time
JOB02993,Data Scientist,Wipro,"Chennai, Tamil Nadu","We are looking for a Data Scientist to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include SQL, Machine Learning, Pandas. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹8-12 LPA,Remote
JOB02994,SQL Developer,Google,"Hyderabad, Telangana","We are looking for a SQL Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include ETL, PostgreSQL, Database, MySQL. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹3-5 LPA,Full-time
JOB02995,Software Engineer,Tech Mahindra,"Kolkata, West Bengal","We are looking for a Software Engineer to join our team at Tech Mahindra. The candidate will work on data, software, and business projects. Required skills include C++, Python, Data Structures, Java, Git. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹12-20 LPA,Contract
JOB02996,Full Stack Developer,Mphasis,"Chennai, Tamil Nadu","We are looking for a Full Stack Developer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include React, HTML, JavaScript, Node.js, CSS. Candidates should have 5-8 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,M.Tech,₹4-7 LPA,Internship
JOB02997,Power BI Developer,Microsoft,"Noida, Uttar Pradesh","We are looking for a Power BI Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Excel. Candidates should have 1-3 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Any Graduate,₹4-7 LPA,Internship
JOB02998,Business Analyst,LTIMindtree,"Chennai, Tamil Nadu","We are looking for a Business Analyst to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include SQL, Communication, Power BI, Data Analysis, Excel. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹10-16 LPA,Full-time
JOB02999,Python Developer,Wipro,"Delhi, India","We are looking for a Python Developer to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Python, SQL, Flask, REST API. Candidates should have 2-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,M.Sc,Not Disclosed,Contract
JOB03000,Data Engineer,Adobe,"Gurugram, Haryana","We are looking for a Data Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Spark, ETL, Python, SQL, AWS. Candidates should have 8-12 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Sc,₹5-8 LPA,Part-time
JOB03001,Web Developer,Genpact,"Delhi, India","We are looking for a Web Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include HTML, React, JavaScript. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹3-5 LPA,Internship
JOB03002,Java Developer,Microsoft,"Mumbai, Maharashtra","We are looking for a Java Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Java, Git, SQL. Candidates should have 0-2 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,M.Tech,₹4-7 LPA,Full-time
JOB03003,Full Stack Developer,Google,"Chennai, Tamil Nadu","We are looking for a Full Stack Developer to join our team at Google. The candidate will work on data, software, and business projects. Required skills include React, Node.js, JavaScript, HTML. Candidates should have 3-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Bachelor's Degree,₹4-7 LPA,Remote
JOB03004,AI Engineer,Oracle,"Gurugram, Haryana","We are looking for a AI Engineer to join our team at Oracle. The candidate will work on data, software, and business projects. Required skills include TensorFlow, Deep Learning, Machine Learning. Candidates should have 5-8 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MCA,₹3-5 LPA,Remote
JOB03005,Power BI Developer,Deloitte,"Noida, Uttar Pradesh","We are looking for a Power BI Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Power BI, Data Modeling, Excel, DAX, SQL. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,Not Disclosed,Full-time
JOB03006,SQL Developer,TCS,"Mumbai, Maharashtra","We are looking for a SQL Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include ETL, Database, PostgreSQL, MySQL, SQL. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹4-7 LPA,Remote
JOB03007,Data Scientist,Genpact,Remote,"We are looking for a Data Scientist to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Machine Learning, SQL, Scikit-learn, Pandas, Python. Candidates should have Fresher of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,MCA,₹6-10 LPA,Contract
JOB03008,AI Engineer,Adobe,"Noida, Uttar Pradesh","We are looking for a AI Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Deep Learning, Python, Machine Learning, TensorFlow. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹6-10 LPA,Remote
JOB03009,Database Administrator,Google,"Gurugram, Haryana","We are looking for a Database Administrator to join our team at Google. The candidate will work on data, software, and business projects. Required skills include Database, Oracle, Linux, MySQL. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹3-5 LPA,Internship
JOB03010,Cybersecurity Analyst,LTIMindtree,"Pune, Maharashtra","We are looking for a Cybersecurity Analyst to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Networking, SIEM, Linux, Python, Cybersecurity. Candidates should have 3-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,B.Tech,Not Disclosed,Internship
JOB03011,Frontend Developer,Deloitte,"Gurugram, Haryana","We are looking for a Frontend Developer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include CSS, React, HTML. Candidates should have 8-12 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,BCA,₹10-16 LPA,Part-time
JOB03012,Cybersecurity Analyst,Capgemini,"Bengaluru, Karnataka","We are looking for a Cybersecurity Analyst to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Networking, Python, Cybersecurity, Linux, SIEM. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹5-8 LPA,Internship
JOB03013,Backend Developer,Infosys,"Ahmedabad, Gujarat","We are looking for a Backend Developer to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include Node.js, REST API, SQL, Python. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹3-5 LPA,Internship
JOB03014,Power BI Developer,LTIMindtree,"Gurugram, Haryana","We are looking for a Power BI Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Excel, Data Modeling, DAX, Power BI. Candidates should have 0-2 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,BCA,₹4-7 LPA,Contract
JOB03015,Database Administrator,Mphasis,"Mumbai, Maharashtra","We are looking for a Database Administrator to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Oracle, MySQL, Database, Linux, SQL. Candidates should have 2-5 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,Bachelor's Degree,₹5-8 LPA,Full-time
JOB03016,Java Developer,Genpact,"Noida, Uttar Pradesh","We are looking for a Java Developer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Spring Boot, SQL, REST API. Candidates should have 0-2 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MCA,₹10-16 LPA,Contract
JOB03017,Full Stack Developer,LTIMindtree,"Mumbai, Maharashtra","We are looking for a Full Stack Developer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include CSS, Node.js, React, HTML. Candidates should have 2-5 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,BCA,₹3-5 LPA,Part-time
JOB03018,Data Scientist,Capgemini,"Mumbai, Maharashtra","We are looking for a Data Scientist to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Scikit-learn, Machine Learning, Python. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹5-8 LPA,Full-time
JOB03019,Machine Learning Engineer,TCS,"Mumbai, Maharashtra","We are looking for a Machine Learning Engineer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Machine Learning, NLP, Python, TensorFlow. Candidates should have 5-8 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Any Graduate,₹3-5 LPA,Full-time
JOB03020,AI Engineer,LTIMindtree,"Mumbai, Maharashtra","We are looking for a AI Engineer to join our team at LTIMindtree. The candidate will work on data, software, and business projects. Required skills include Python, Machine Learning, NLP, Deep Learning. Candidates should have 3-5 years of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,M.Sc,Not Disclosed,Contract
JOB03021,Machine Learning Engineer,Adobe,"Mumbai, Maharashtra","We are looking for a Machine Learning Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include TensorFlow, Python, Machine Learning, NLP, SQL. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,Not Disclosed,Remote
JOB03022,DevOps Engineer,Deloitte,"Gurugram, Haryana","We are looking for a DevOps Engineer to join our team at Deloitte. The candidate will work on data, software, and business projects. Required skills include Kubernetes, Docker, Linux, AWS. Candidates should have 8-12 years of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,M.Tech,₹5-8 LPA,Contract
JOB03023,SQL Developer,Zoho,"Kolkata, West Bengal","We are looking for a SQL Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, MySQL, ETL. Candidates should have 0-2 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",0-2 years,MBA,₹4-7 LPA,Contract
JOB03024,SQL Developer,Cognizant,"Kolkata, West Bengal","We are looking for a SQL Developer to join our team at Cognizant. The candidate will work on data, software, and business projects. Required skills include PostgreSQL, MySQL, Database, SQL, ETL. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,Not Disclosed,Remote
JOB03025,Backend Developer,Zoho,"Chennai, Tamil Nadu","We are looking for a Backend Developer to join our team at Zoho. The candidate will work on data, software, and business projects. Required skills include Python, Node.js, Java. Candidates should have 3-5 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,Any Graduate,₹8-12 LPA,Remote
JOB03026,Data Analyst,Capgemini,"Pune, Maharashtra","We are looking for a Data Analyst to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Power BI, Excel, SQL, Python, Tableau. Candidates should have Fresher of experience and a M.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Tech,₹4-7 LPA,Remote
JOB03027,Database Administrator,Infosys,"Noida, Uttar Pradesh","We are looking for a Database Administrator to join our team at Infosys. The candidate will work on data, software, and business projects. Required skills include SQL, Database, Oracle, MySQL. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹5-8 LPA,Remote
JOB03028,Software Engineer,Genpact,"Noida, Uttar Pradesh","We are looking for a Software Engineer to join our team at Genpact. The candidate will work on data, software, and business projects. Required skills include Data Structures, Git, Java, C++, Python. Candidates should have 2-5 years of experience and a B.Tech. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,B.Tech,₹3-5 LPA,Contract
JOB03029,Data Analyst,Capgemini,"Jaipur, Rajasthan","We are looking for a Data Analyst to join our team at Capgemini. The candidate will work on data, software, and business projects. Required skills include Power BI, Tableau, Python. Candidates should have 1-3 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,BCA,₹4-7 LPA,Contract
JOB03030,Python Developer,Microsoft,"Gurugram, Haryana","We are looking for a Python Developer to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include REST API, Flask, Python, Django, SQL. Candidates should have 3-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MBA,₹6-10 LPA,Part-time
JOB03031,Cybersecurity Analyst,Microsoft,"Ahmedabad, Gujarat","We are looking for a Cybersecurity Analyst to join our team at Microsoft. The candidate will work on data, software, and business projects. Required skills include Python, Networking, Linux, SIEM, Cybersecurity. Candidates should have 1-3 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",1-3 years,Bachelor's Degree,₹8-12 LPA,Part-time
JOB03032,Power BI Developer,Amazon,"Mumbai, Maharashtra","We are looking for a Power BI Developer to join our team at Amazon. The candidate will work on data, software, and business projects. Required skills include Excel, DAX, Power BI, SQL, Data Modeling. Candidates should have Fresher of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,Any Graduate,₹3-5 LPA,Full-time
JOB03033,Data Analyst,HCLTech,Remote,"We are looking for a Data Analyst to join our team at HCLTech. The candidate will work on data, software, and business projects. Required skills include Power BI, SQL, Excel, Python. Candidates should have 8-12 years of experience and a Any Graduate. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",8-12 years,Any Graduate,₹8-12 LPA,Part-time
JOB03034,DevOps Engineer,Adobe,"Mumbai, Maharashtra","We are looking for a DevOps Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include Kubernetes, AWS, Jenkins, Linux, Docker. Candidates should have 5-8 years of experience and a BCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,BCA,₹5-8 LPA,Part-time
JOB03035,Cybersecurity Analyst,Wipro,"Noida, Uttar Pradesh","We are looking for a Cybersecurity Analyst to join our team at Wipro. The candidate will work on data, software, and business projects. Required skills include Python, Cybersecurity, SIEM. Candidates should have 5-8 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,MBA,Not Disclosed,Full-time
JOB03036,Software Engineer,Mphasis,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Git, Python, C++, Java, Data Structures. Candidates should have 2-5 years of experience and a MBA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",2-5 years,MBA,₹6-10 LPA,Full-time
JOB03037,Software Engineer,Adobe,"Jaipur, Rajasthan","We are looking for a Software Engineer to join our team at Adobe. The candidate will work on data, software, and business projects. Required skills include C++, Data Structures, Git, Python, Java. Candidates should have 3-5 years of experience and a MCA. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",3-5 years,MCA,₹12-20 LPA,Internship
JOB03038,Power BI Developer,TCS,"Ahmedabad, Gujarat","We are looking for a Power BI Developer to join our team at TCS. The candidate will work on data, software, and business projects. Required skills include Excel, Power BI, DAX. Candidates should have 5-8 years of experience and a Bachelor's Degree. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",5-8 years,Bachelor's Degree,₹6-10 LPA,Remote
JOB03039,Cloud Engineer,Mphasis,"Hyderabad, Telangana","We are looking for a Cloud Engineer to join our team at Mphasis. The candidate will work on data, software, and business projects. Required skills include Azure, Linux, Cloud Computing, Docker. Candidates should have Fresher of experience and a M.Sc. Responsibilities include developing solutions, analyzing requirements, collaborating with teams, testing applications, documenting work, and delivering high-quality results.",Fresher,M.Sc,₹6-10 LPA,Contract
